ID	Score  
P62701	94.01556420233463
P84098	91.24102564102564
P62266	91.21052631578948
P36578	90.62307692307692
P46778	89.69633507853403
P62424	89.65486725663717
P62899	89.41791044776119
P18124	89.04511278195488
P62851	88.44444444444444
P62750	88.3146551724138
P62277	88.24786324786325
P62249	88.2051282051282
P62906	88.1353711790393
P61313	87.92035398230088
P46777	87.76086956521739
P46781	86.92660550458716
P61247	86.81338028169014
P30050	86.41517857142857
P23396	86.25925925925925
Q07020	85.96885813148789
Q02878	85.88679245283019
P62244	85.71729957805907
P61353	85.26960784313725
P62241	84.95151515151515
P46776	84.39673913043478
P62847	84.3917525773196
P05388	84.32539682539682
P62280	84.30222222222223
P39023	84.0040650406504
P62917	83.9453125
P62269	83.89201877934272
P62913	83.45418326693228
P18621	83.234375
Q6P2Q9	83.18996415770609
P83731	83.18348623853211
P35268	82.9375
P15880	82.67610062893081
P32969	82.58490566037736
P46782	81.94859813084112
P50914	81.75457875457876
P40429	81.2
P05387	81.03763440860214
P62753	80.83143507972665
Q9Y3U8	80.683908045977
P35232	80.51856148491879
P19338	80.35813953488372
Q02543	80.20731707317073
P62263	79.87769784172662
P62081	79.49557522123894
P60866	79.45116279069768
P62829	79.16342412451363
Q00839	77.57015985790409
Q15029	76.9410339256866
P26373	76.50943396226415
P39019	76.17129629629629
P46783	75.66190476190476
P25398	74.66666666666667
P06748	74.57843137254902
P08865	73.55952380952381
P08621	73.21303258145363
Q14839	72.31460674157303
P62888	72.04545454545455
P42766	71.55825242718447
P62854	70.48913043478261
Q86VP6	70.38171262699565
P62805	69.3021045485404
P09651	69.07027027027027
P35637	68.89375
P61513	68.21621621621621
P27635	67.83720930232558
P52272	67.5878787878788
P43243	67.45454545454545
P42677	66.22777777777777
Q12906	66.0679347826087
P63173	65.46951219512195
P18077	65.2919708029197
P62841	64.18235294117648
Q13148	63.94086021505376
P0CW22	63.88194444444444
P05386	63.63157894736842
Q12905	63.39296187683284
O95793	63.36754507628294
Q15365	63.26056338028169
P62857	62.43356643356643
Q08211	61.65676567656766
O94761	60.92565947242206
P62910	60.86092715231788
P49207	60.735537190082646
P26368	60.71782178217822
P63220	59.85271317829457
Q96L21	59.275862068965516
P11940	58.836120401337794
P61254	58.427536231884055
O00567	57.90972222222222
P01106	57.782728272827285
Q4G0J3	57.71393643031785
Q12873	57.61637239165329
P11142	57.2888583218707
P38919	57.041800643086816
P61978	57.008720930232556
Q13263	56.96367521367522
O43390	56.94238683127572
Q7Z6Z7	56.91
P22087	55.347043701799485
P49736	55.208133971291865
P46087	54.83888888888889
P42166	54.626666666666665
Q13618	54.42957130358705
Q13489	54.38629032258064
P17844	54.129692832764505
P11021	54.11046511627907
O94992	53.59973924380704
P08238	53.52068126520681
P68104	53.16816143497758
Q13616	53.0059880239521
Q9BXW9	52.84264705882353
Q9BRS2	52.70754716981132
Q9BQ67	52.56989247311828
O00308	52.54829545454545
P13639	52.53900709219858
O75533	52.40084388185654
P49116	52.23951612903226
Q7L2J0	52.05637982195846
