ID Score  
Q9H4M7 0.5271233607331632
P05067 0.513759480728165
Q92731 0.5118250307647684
P01106 0.5113058726252834
Q14258 0.511284263890915
Q15717 0.5057484324312039
P04629 0.5051993256853398
P62805 0.5020128740689169
P14866 0.49208900761386337
P01116 0.4912098847775723
P00533 0.48999628400918716
Q13618 0.48999628400918716
P04637 0.4867826118451225
P55072 0.48633253948331046
Q13489 0.4840558657298776
P0CG48 0.48320518641158405
O94761 0.4830894162914519
P07900 0.48305083857803277
Q15029 0.48301226702546535
O14980 0.4818771708829296
P35222 0.4807091926803683
P49116 0.47987022538522195
P11142 0.4793378601444918
O95994 0.47867406236396415
Q13263 0.4780309883114758
Q8NFZ5 0.4778044333407121
P49736 0.47729546897805775
P38398 0.4765809829500426
Q9H6Z9 0.4762807862756124
P78317 0.47598096754875985
Q9UBU9 0.47400416299756415
Q9HCE1 0.4738741971087673
P35232 0.4738741971087673
Q92905 0.47350325840261565
Q4G0J3 0.47335504547252644
Q14999 0.4723017080689764
O75147 0.4718780034396922
Q676U5 0.4718411954831057
P27695 0.47182279365808
P09651 0.4710145319130555
P06748 0.4707029901247696
O95793 0.47062974605877345
P08621 0.47031871291011274
P49841 0.4693698642943484
Q99496 0.46904230807532393
P68400 0.4685155391598958
P03372 0.46775472673162816
P36873 0.46735719123027236
P63279 0.4668522131738377
P15927 0.4661865921231101
O60260 0.4658814021945021
P02751 0.46575585186474805
P63104 0.4657199927700208
Q9NQC7 0.4655049541031525
P10809 0.46536170528087206
Q01844 0.46523643486336064
Q09472 0.46505759407191627
Q00987 0.4647717346210845
P02545 0.4647003246595541
P11021 0.4644683937569329
P27824 0.4644149041146576
P61081 0.4635607422862606
Q13283 0.4635429806577582
P46937 0.4634541929277823
Q15365 0.46331220328534123
P34932 0.46327671946798
Q86VP6 0.4630639306509542
Q13616 0.4629753263245505
O00308 0.46295760952804343
Q92769 0.46255049712050583
Q13620 0.46255049712050583
Q9BXW9 0.46217941061227197
P07437 0.46217941061227197
O94992 0.4613334446379969
P27694 0.46075363720862356
Q9NRC8 0.46073609003682037
Q15910 0.460473042750612
P62993 0.46022780279936204
Q13501 0.4598604322710518
P61978 0.45958092433470715
Q13573 0.4594412977436894
Q13148 0.4594238503849478
P31946 0.4593540741992949
Q6P2Q9 0.4590055109529472
P35637 0.4590055109529472
Q14839 0.458622701853248
P08238 0.45858793268590387
P12956 0.45810171730042143
P60484 0.4579976623958671
P31749 0.4577723721880895
Q6UX01 0.4576684668300987
Q7Z6Z7 0.4576338421919667
P56524 0.45759922279245135
P68104 0.4575646086303642
P19338 0.4573397441570646
Q00839 0.4573051692378314
P04406 0.4572360350801931
P08670 0.4571151005889379
P13569 0.4569769680511759
Q12873 0.4568044197321715
P61981 0.4567699257036483
Q9Y312 0.4567354368841298
P38646 0.4567354368841298
P24941 0.4563736184762469
Q99459 0.4563736184762469
Q9UNE7 0.4563391894755698
P50750 0.4556345379702783
Q16543 0.4555487537066246
Q14103 0.4554801495495964
P08107 0.4554458552191707
P04792 0.455086076293516
P27348 0.45489784742195266
P40337 0.4547781464621769
Q9H0W5 0.4547781464621769
P14618 0.4547439577577368
P25705 0.4543170322650806
P78527 0.4542658550685953
Q9NWS0 0.4541635352574078
P62258 0.4541464864366842
P60709 0.45399310463024733
Q9UQ35 0.4538228018676131
P54252 0.4537376983905348
Q92841 0.4536866516232967
Q9Y230 0.4533636219669039
Q7L2J0 0.4532956743297549
O60506 0.4531428665887643
Q13627 0.453058017907607
Q9BRS2 0.452939283121933
P35579 0.4524988125443907
P62877 0.45231271739585116
P30153 0.4521605715423393
P62136 0.4521098790009653
P26368 0.4520085280099694
P68431 0.45158672087296864
Q9Y4K3 0.45156986496162255
P22626 0.45136769213098643
P31943 0.4510647720885437
P12830 0.4509975117311027
Q16665 0.4508798543599743
P12931 0.45069508818637377
Q9UKB1 0.4505440284592146
P42704 0.4505272502955659
P62158 0.450393069959675
Q9UBN7 0.45030924782948073
P21796 0.45029248714731196
Q07955 0.4501584465929983
P26599 0.4501416971345003
Q99832 0.45009145623672125
Q99714 0.45009145623672125
Q93034 0.4500579685349068
P50990 0.45004122655259393
Q12933 0.4500077463244618
P43243 0.4499073355220093
P53350 0.4498069695191415
P33993 0.449589663390941
Q13547 0.44952284220216365
P07910 0.44933918630912306
P25788 0.4492223924914348
P52292 0.44920571261647224
P25786 0.4490223157104565
P11387 0.4490223157104565
Q9NZC7 0.4486726098570995
P52272 0.4486393329447018
Q12906 0.44860606096806693
P84022 0.44832344829300835
Q9Y265 0.44832344829300835
P34897 0.44824039467161286
Q9HBD1 0.4482237876398366
Q14974 0.44819057726769274
P38936 0.44815737181651527
O95863 0.44815737181651527
O14965 0.44804119147421784
Q9Y297 0.447825587717447
Q15022 0.447825587717447
P23246 0.4477427184377065
P23396 0.44770957931266486
Q14498 0.4475605139353642
P49411 0.4475274017751204
P11940 0.44742809468496725
P78362 0.4473784576653661
P52597 0.4473288316578602
P09874 0.44719654944689424
Q8NC51 0.44709738911958424
P19320 0.44704782544478716
O75530 0.44703130666174595
O14964 0.44696524373542806
P24928 0.44696524373542806
P17844 0.44678367132679037
Q9UHD9 0.4467506740098534
P42166 0.4467506740098534
Q13617 0.44663522177379666
P13010 0.44653631019772005
P35244 0.44651982919416955
P63244 0.44651982919416955
Q08211 0.4464044962247456
P29692 0.4462069211148464
Q9BXM7 0.4461740089318396
P84103 0.4461411016036741
P01111 0.4460259641714655
Q13619 0.44599307867679827
P54578 0.44597663774788326
P06733 0.4458287239160831
P35226 0.4458122951021421
P55036 0.445795867498962
P33992 0.4457301691911734
P13639 0.44556600810941477
Q00610 0.4453527793921159
P62913 0.4453036017442149
P05388 0.445172514431367
Q12905 0.44513975466137423
P49368 0.4451233765843787
O00571 0.4451233765843787
Q92793 0.4450906240457242
P62937 0.4450742495837992
P62263 0.4449923953428782
Q7Z2W4 0.44494329724850423
Q8TBB1 0.4449269336246122
Q05086 0.44491057120428174
P30050 0.4448778499737747
P60866 0.4448778499737747
Q93009 0.44486149116333257
P45880 0.44453456741454456
P67809 0.4444855702912348
Q96SB4 0.44443658396777597
P46940 0.4444202575926394
Q9HCE7 0.4442733741760064
P62851 0.44425705978946933
P50402 0.44425705978946933
Q9Y383 0.44414289262406215
P47897 0.4438821593170732
P16104 0.44368681014364725
P62829 0.4436542686635678
Q16659 0.4436542686635678
P06493 0.443621731956541
P62249 0.44342661188970534
P40763 0.443410359631536
P08559 0.4433453625105112
O95817 0.44328038444184487
Q71U36 0.44324790254952845
P56545 0.4431829530436966
P41252 0.4431180225692927
Q92499 0.4430206625233203
P31948 0.4429719985422295
P78371 0.4429719985422295
P05141 0.4429557795909062
Q9NPI1 0.44290712986223063
Q86V81 0.4426802390203385
P62753 0.44258307123419904
Q05397 0.44245358052104117
P62280 0.4424373995094657
P13612 0.4423726872965785
P21333 0.4423565122010614
P39019 0.4422109895528485
P63208 0.4421140276343674
P41240 0.44209787144844986
P36542 0.4420655626187317
P46781 0.4420171082275057
O43175 0.4420009591241398
Q92993 0.44195251889335974
P08069 0.44187180876536136
P67870 0.4418233968368574
P62195 0.44179112811082494
P46379 0.44175886409796356
Q16531 0.44175886409796356
P05455 0.44172660479724074
Q15233 0.44171047691360876
Q9UGI8 0.4416782246791585
P17987 0.4416298551575831
P62140 0.4415814962290335
Q5TC82 0.44154926282662976
P46783 0.44124328004182767
P32121 0.4409216507102132
Q9NRD1 0.44090558155132586
P62269 0.4408573811014806
P68032 0.440841316626711
P48729 0.4408091911891721
P62906 0.4408091911891721
P29590 0.440793130226147
Q9Y6K9 0.440793130226147
O00231 0.4407770704334473
P11802 0.44076101181094546
O60341 0.44069678902035664
Q12888 0.44058444415990494
P07355 0.44055235614824045
P12004 0.4405042328934908
P28066 0.44044008490559305
O00487 0.44035992618887015
P11441 0.44035992618887015
P27797 0.4402797966441091
Q9UHB6 0.4402477529907871
P15880 0.4402157140014129
Q9UMX0 0.44018367967496835
P25490 0.4401676642600265
Q96EP0 0.4401676642600265
P62899 0.4400876046630349
Q04206 0.44003958288243666
P23258 0.44002357795107405
Q13200 0.43989558040094645
O75367 0.43973568814287695
P62191 0.4396717637805942
O14744 0.4396238327041982
P23528 0.4396238327041982
Q9Y3I1 0.4396238327041982
P50991 0.4395918844586617
P38919 0.4395280018959793
P05412 0.439464137897738
P68371 0.43940029245584683
Q01105 0.4393205117360313
P10398 0.43928860755943466
P48431 0.43925670801636885
Q02878 0.43924075998209455
Q09028 0.43917697942377865
P06576 0.43914509609012414
P61964 0.4389220423098658
P33778 0.4388742745478789
P28482 0.4388265171818648
P51668 0.4386674010002839
