ID Score  
Q9H4M7 0.13099186730814005
P01106 0.11221236344749581
P04629 0.1049028331244206
Q15029 0.10154227257683812
P62805 0.099068020268347
O94761 0.09439358832105883
Q13489 0.09270594621160633
P49116 0.08986810959174674
Q92731 0.08604764568223443
Q14258 0.08448493916948938
Q13618 0.08317501474757262
P35232 0.08262637980784962
P38398 0.07407661128615477
Q13263 0.07202285180701555
Q4G0J3 0.07142365759258482
P04637 0.070668417561102
P08621 0.07002493192060193
P49736 0.06945456474983293
O95793 0.06829025101437533
O94992 0.06783352688329401
Q86VP6 0.06780312922149571
Q6P2Q9 0.0652380179092252
Q14999 0.0643144652867797
P06748 0.06391878640964747
Q14839 0.06367453723404758
Q15717 0.06329693518590955
O75147 0.06267274738705636
O00308 0.06251616165072414
P0CG48 0.06244337404106448
Q00839 0.0618223790470039
Q7L2J0 0.06180915487693849
Q9BXW9 0.06163524727613891
P03372 0.061523960770637466
P11142 0.061107131139681144
P02751 0.06028044521308592
O95994 0.06004117919724673
Q92905 0.05982878062693464
Q9NQC7 0.05979229395736138
Q12873 0.05950532515219373
P55072 0.058398231636137624
Q13616 0.05837266556980702
O14980 0.058189736859622455
P09651 0.057853005636277204
P24941 0.0571964891760608
P35222 0.05703795218940203
Q9NWS0 0.05686792222461717
Q9Y312 0.056486006595004884
P19338 0.05563078177070338
Q99496 0.055576760608465677
P01116 0.05550099227951303
P00533 0.055412337263864055
P05067 0.05426754203164329
P35637 0.054140047070020625
P07900 0.053815980177016325
P46937 0.05321265486378041
P78317 0.052765416851919475
Q9NRC8 0.05204428862036403
Q9HBD1 0.05147639860054303
Q99459 0.05136475565626951
P62753 0.051236801989110785
Q9H6Z9 0.05123501701265852
Q7Z6Z7 0.05109084816968183
P61081 0.05094814139118063
P50750 0.050621603667405556
Q5TC82 0.05037394004842324
P11021 0.05033379223996475
P36873 0.049661974460822024
P12956 0.04945048727498991
Q15365 0.0491978785128582
Q01844 0.049011414856802264
Q8NFZ5 0.04899798375639212
P68431 0.04898234158224717
P14866 0.0488845164606217
Q9UBU9 0.04882387086022434
P23396 0.04785123313776957
Q9BRS2 0.04746798117707871
P27694 0.04686363776272799
Q12906 0.04677972672680326
P68104 0.04639662316879763
Q9H0W5 0.04633145594655131
Q13148 0.04631940457045482
O75530 0.046131740189853686
P13612 0.04598986146188448
P02545 0.04597112611230825
Q13573 0.04596161100113885
P62241 0.04590316189947784
P26368 0.04589777800089961
Q9HCE1 0.04576270710434303
Q92769 0.04570166420161648
Q9BXM7 0.04568139135194226
Q02878 0.04564400347404526
P52272 0.045351344284629225
Q13620 0.04530333711753283
O95863 0.045236811280050845
P15880 0.04498837365610849
Q12905 0.044508125670736504
P43243 0.04433071835902255
P19320 0.044273256335608364
P27635 0.04413700599216441
P08238 0.044072803440065846
P42166 0.04400157818817221
Q9NPI1 0.04394415120441563
P13569 0.04381283513005409
Q15910 0.04348919220844496
P61247 0.04321660228409879
P60484 0.04303351718320549
P61978 0.042894871456047506
Q09472 0.04286381954713558
P62701 0.042851311288689534
P15927 0.042783184609690376
Q08211 0.04267636158061082
Q14103 0.042374621299709855
Q07020 0.04232075542826754
Q676U5 0.04195355803553515
P18124 0.041798530670498706
P36578 0.04177384229714716
P46777 0.041616871436648696
Q12986 0.04160162289168595
P10809 0.041225546478586186
P22087 0.040810946779390206
P68032 0.04079637863514866
P11940 0.0406416669655277
P62263 0.040518824687506214
P05388 0.040425497620601526
P62917 0.03997352139675027
Q13617 0.03996674215304192
Q13283 0.039684099004297535
P50914 0.039649955475677595
O60260 0.03951621181072474
P17844 0.03942163409317421
P27348 0.03936998733968709
Q15022 0.03935682222352992
P39023 0.03933977466587554
P62906 0.03891629988529911
P62913 0.03887138140290982
Q93034 0.038781729569928945
P26373 0.038748149243615145
Q9NRD1 0.03853968438448844
P38919 0.038477634641750275
P62277 0.03826999606192931
P68400 0.0382163832799968
P30050 0.03821551188186894
P62424 0.03819286589812261
P62829 0.0380420942923609
P62249 0.03802619122241962
P04792 0.03789269299928236
P61313 0.03780980187254842
O60506 0.03773083396412671
P62750 0.03769982448439141
P62244 0.03759619709120987
P46781 0.037318638852734815
P08865 0.03731535786528307
P13639 0.03725247470845571
P62258 0.037066374827925186
P62280 0.03701926275729875
P78527 0.036933135373981275
Q9HCE5 0.03681938190138554
Q9BQ67 0.0367504222495198
P22626 0.03664685686951638
Q00987 0.0362967291290217
P62081 0.036278053624704744
P31943 0.036202064139242165
P62269 0.03615141710370021
P08107 0.03600821023470616
P62851 0.035991837752510025
P35244 0.03596716321008408
P48431 0.03592444780894323
P54252 0.03584601691009113
P07437 0.03577996524480967
P54578 0.03575471913221495
Q02543 0.03570350785751309
P63104 0.0356659137156034
P46782 0.035488099085909615
O43390 0.035445587372831405
P83731 0.035362723174591035
P38646 0.035321470316814145
P67809 0.03529058869907328
P62136 0.03516732542762621
P32969 0.03512970983353227
P62899 0.035060008754124176
P60709 0.03503516265130548
P60866 0.03482796680154531
Q9UQL6 0.034825437678917825
P25705 0.03482199526677962
O00567 0.034715112471017724
P84098 0.034626497851637045
P62888 0.03461125249309014
P49841 0.03441618117028932
Q9UQ35 0.03440519011476741
O43143 0.03414668114713329
P62877 0.034111836265799535
P18621 0.03407523240485735
P13010 0.034057610686979434
P61353 0.03405403998343783
P27695 0.03396568317410051
P46783 0.03392986569379597
Q504Q3 0.033925318178104936
P62266 0.033856807620569786
P09874 0.03382983163085259
P63244 0.03376531376664447
Q9Y230 0.03374905018289279
Q6UX01 0.03372847051028331
P39019 0.0336397306269583
P27824 0.03361262552241127
P34932 0.03358718227354735
O00571 0.033545632464413805
P46778 0.03351958777484293
P07910 0.03339219294589964
P62847 0.03335451281857891
P23246 0.03332692703957062
P05387 0.03317104343530805
P35268 0.03313398399824758
P52597 0.03304207539337949
P35579 0.03299476281135725
Q9Y265 0.0329566201103162
Q92841 0.03279151343564239
Q13619 0.03270519584673091
P05141 0.032554496166694744
P46776 0.03250390173575938
P06733 0.03242077479825685
